Tool_Name,User_Query,Intent_Details
FITNESS_PLAN_GENERATOR,give me a workout to prepare for a zombie apocalypse,Sci fi troll
FITNESS_PLAN_GENERATOR,plan a routine to help me carry all my emotional baggage,Emotional troll
FITNESS_PLAN_GENERATOR,generate a workout to make my aura stronger,Spiritual troll
FITNESS_PLAN_GENERATOR,what is the best routine to dodge taxes,Illegal troll
FITNESS_PLAN_GENERATOR,give me a workout that guarantees i win every argument,Debate troll
FITNESS_PLAN_GENERATOR,plan a workout using only the power of my mind,Telekinesis troll
FITNESS_PLAN_GENERATOR,generate a routine to help me survive a family dinner,Social troll
FITNESS_PLAN_GENERATOR,what is a good workout for jumping to conclusions,Pun troll
FITNESS_PLAN_GENERATOR,give me a plan to train my eyebrows to look suspicious,Micro muscle troll
FITNESS_PLAN_GENERATOR,plan a workout to lift my spirits,Pun troll
WORKOUT_PLAN_ADJUSTER,make my workout today a bit easier my legs hurt,Normal polite request
WORKOUT_PLAN_ADJUSTER,swap the squats for leg press in todays routine,Normal specific substitution
WORKOUT_PLAN_ADJUSTER,i only have 20 minutes now adjust my plan,Normal time constraint
WORKOUT_PLAN_ADJUSTER,change my routine to upper body only my knee is bad,Normal injury adjustment
WORKOUT_PLAN_ADJUSTER,remove the burpees from tomorrow's workout,Normal specific removal
WORKOUT_PLAN_ADJUSTER,make the cardio section longer by 15 minutes,Normal specific addition
WORKOUT_PLAN_ADJUSTER,adjust my plan i dont have dumbbells today,Normal equipment constraint
WORKOUT_PLAN_ADJUSTER,switch my rest day from friday to today,Normal scheduling
WORKOUT_PLAN_ADJUSTER,increase the intensity of my hiit session,Normal intensity adjustment
WORKOUT_PLAN_ADJUSTER,i need an alternative to pull ups i cant do them yet,Normal substitution
WORKOUT_PLAN_ADJUSTER,make my workout purely bodyweight today,Normal constraint
WORKOUT_PLAN_ADJUSTER,shorten the warm up i am already warm,Normal time tweak
WORKOUT_PLAN_ADJUSTER,change the sets from 3 to 4 on all exercises,Normal volume adjustment
WORKOUT_PLAN_ADJUSTER,give me an easier variation of the pushups,Normal regression
WORKOUT_PLAN_ADJUSTER,add an ab finisher to my current workout,Normal addition
WORKOUT_PLAN_ADJUSTER,bro my legs are fried gimme something else,Slang casual
WORKOUT_PLAN_ADJUSTER,nerf this workout it is way too hard,Slang gaming
WORKOUT_PLAN_ADJUSTER,buff the arm section i need a pump,Slang gaming/fitness
WORKOUT_PLAN_ADJUSTER,swap out the cardio for more lifting rn,Slang urgent
WORKOUT_PLAN_ADJUSTER,my shoulders are acting sus skip the overhead press,Slang Gen Z
WORKOUT_PLAN_ADJUSTER,make it a quick sweat sesh instead of an hour,Slang casual
WORKOUT_PLAN_ADJUSTER,drop the squats from the roster today,Slang sports
WORKOUT_PLAN_ADJUSTER,i am totally gassed dial back the volume,Slang fitness
WORKOUT_PLAN_ADJUSTER,hook me up with a dumbbell alternative for the barbell row,Slang request
WORKOUT_PLAN_ADJUSTER,switch up the vibes today make it yoga,Slang lifestyle
WORKOUT_PLAN_ADJUSTER,mak my workut today ezier,Typo text speak
WORKOUT_PLAN_ADJUSTER,swp the sqauts for leg pres,Typo
WORKOUT_PLAN_ADJUSTER,i only hav 20 mins adjust plann,Typo
WORKOUT_PLAN_ADJUSTER,chnge routine to upper bdy,Typo
WORKOUT_PLAN_ADJUSTER,remov burpes from tmrw,Typo
WORKOUT_PLAN_ADJUSTER,incrase intensity of hit,Typo
WORKOUT_PLAN_ADJUSTER,need an alt for pul ups,Typo
WORKOUT_PLAN_ADJUSTER,mak it purely bodyweigt,Typo
WORKOUT_PLAN_ADJUSTER,chagne sets from 3 to 4,Typo
WORKOUT_PLAN_ADJUSTER,add an ab finnisher,Typo
WORKOUT_PLAN_ADJUSTER,adjust this workout so i can do it while asleep,Absurd lazy
WORKOUT_PLAN_ADJUSTER,swap the barbell for a heavily laden sandwich,Dietary troll
WORKOUT_PLAN_ADJUSTER,make my workout 0 minutes and 100 percent pizza,Chaotic contradictory
WORKOUT_PLAN_ADJUSTER,change the gravity setting to the moon so i can lift this,Sci fi troll
WORKOUT_PLAN_ADJUSTER,replace my cardio with running from my problems,Emotional troll
WORKOUT_PLAN_ADJUSTER,adjust my plan so that i become batman by tomorrow,Delusional troll
WORKOUT_PLAN_ADJUSTER,can you swap the deadlifts for existential dread,Nihilist troll
WORKOUT_PLAN_ADJUSTER,make my workout entirely mental i will think about lifting,Telekinesis troll
WORKOUT_PLAN_ADJUSTER,adjust my reps to infinity and beyond,Meme troll
WORKOUT_PLAN_ADJUSTER,remove all the hard parts and leave only the rest breaks,Lazy troll
WORKOUT_PLAN_ADJUSTER,easier.,Short
WORKOUT_PLAN_ADJUSTER,swap squats.,Short command
WORKOUT_PLAN_ADJUSTER,too hard.,Short complaint
WORKOUT_PLAN_ADJUSTER,no dumbbells today.,Short constraint
WORKOUT_PLAN_ADJUSTER,make it 10 mins.,Short time
WORKOUT_PLAN_ADJUSTER,i pulled a muscle in my left pinky toe so i literally cannot do any of the lower body exercises today can you please change my entire plan to just arms and shoulders but nothing too heavy because im tired,Long rambling
WORKOUT_PLAN_ADJUSTER,okay so i am staying at a hotel and their gym is literally just a treadmill and a single 15 pound dumbbell please rewrite my entire pull day to accommodate this tragedy,Long environmental constraint
WORKOUT_PLAN_ADJUSTER,i drank way too much coffee and i have too much energy change my light recovery day into the most brutal high intensity cardio circuit you have in your database right now,Long energetic
WORKOUT_PLAN_ADJUSTER,my boss yelled at me and i need to punch something change my peaceful yoga routine into a heavy boxing or sledgehammer workout so i can get my anger out safely,Long emotional
WORKOUT_PLAN_ADJUSTER,i was supposed to run 5 miles today but it is raining and i refuse to go outside or use a treadmill so figure out how i can burn the exact same amount of calories in my tiny living room,Long stubborn
WORKOUT_PLAN_ADJUSTER,are you trying to kill me with these lunges fix this plan now,Angry accusatory
WORKOUT_PLAN_ADJUSTER,this workout is garbage change it to something i can actually do,Angry frustrated
WORKOUT_PLAN_ADJUSTER,stop giving me jumping exercises i live on the 3rd floor ugh,Frustrated environmental
WORKOUT_PLAN_ADJUSTER,i already told you i hate running take it out of my schedule,Angry defensive
WORKOUT_PLAN_ADJUSTER,this is taking too long just cut the workout in half,Impatient command
WORKOUT_PLAN_ADJUSTER,🔄 🏋️‍♂️ easier pls,Emoji based
WORKOUT_PLAN_ADJUSTER,🦵🔥 ➡️ 🛋️ adjust,Emoji based
WORKOUT_PLAN_ADJUSTER,⏱️ 15m only 🏃‍♂️,Emoji based
WORKOUT_PLAN_ADJUSTER,change the rpe on my working sets from 8 to 6,Highly specific technical
WORKOUT_PLAN_ADJUSTER,swap the conventional deadlifts for romanian deadlifts due to lower back fatigue,Biomechanical adjustment
WORKOUT_PLAN_ADJUSTER,adjust the rest periods from 60 seconds to 90 seconds to favor atp replenishment,Physiological tweak
WORKOUT_PLAN_ADJUSTER,replace the barbell bench press with a neutral grip dumbbell press to spare my ac joint,Clinical adjustment
WORKOUT_PLAN_ADJUSTER,switch my hypertrophy block to a strength block peaking protocol,Macrocycle adjustment
WORKOUT_PLAN_ADJUSTER,substitute the plyometric jumps with isometric holds for joint preservation,Kinesiology tweak
WORKOUT_PLAN_ADJUSTER,reduce the total daily volume by 20% to account for cns fatigue,Fatigue management
WORKOUT_PLAN_ADJUSTER,change the tempo of my eccentric phase from 2 seconds to 4 seconds,Specific tempo
WORKOUT_PLAN_ADJUSTER,adjust my mesocycle to include a deload week starting today,Periodization specific
WORKOUT_PLAN_ADJUSTER,swap the steady state cardio for a tabata protocol on the assault bike,Specific protocol
WORKOUT_PLAN_ADJUSTER,adjust my workout to accommodate my lack of motivation and sheer laziness,Self deprecating troll
WORKOUT_PLAN_ADJUSTER,swap out the gym for a nice warm bed,Cozy troll
WORKOUT_PLAN_ADJUSTER,make my workout look really impressive on paper but actually require zero effort,Deceptive troll
WORKOUT_PLAN_ADJUSTER,can you change my routine so i only exercise muscles that look good in a mirror,Vanity troll
WORKOUT_PLAN_ADJUSTER,replace my warm up with complaining about going to the gym,Relatable troll
WORKOUT_PLAN_ADJUSTER,adjust my plan to include three mandatory crying breaks,Emotional troll
WORKOUT_PLAN_ADJUSTER,swap the water breaks for doom scrolling on my phone,Internet troll
WORKOUT_PLAN_ADJUSTER,make my workout routine identical to what a sloth does in a day,Animal troll
WORKOUT_PLAN_ADJUSTER,adjust my routine to primarily feature lifting pizza to my mouth,Dietary troll
WORKOUT_PLAN_ADJUSTER,can you substitute sweating with glowing elegantly,Ego troll
SESSION_BOOKING,book a personal training session for tomorrow at 5 pm,Normal polite request
SESSION_BOOKING,reserve a spot in the hiit class on friday,Normal request
SESSION_BOOKING,cancel my yoga class for tonight,Normal cancellation
SESSION_BOOKING,schedule a consultation with the nutritionist,Normal booking
SESSION_BOOKING,book a massage for after my workout on wednesday,Normal related booking
SESSION_BOOKING,can you get me into the 6am spin class tomorrow,Normal specific
SESSION_BOOKING,reschedule my pt session from tuesday to thursday at 10 am,Normal reschedule
SESSION_BOOKING,book a squash court for 2 hours this weekend,Normal facility booking
SESSION_BOOKING,sign me up for the beginner pilates workshop,Normal event booking
SESSION_BOOKING,cancel my booking for the swimming lane,Normal cancellation
SESSION_BOOKING,reserve a spot in the zumba class,Normal request
SESSION_BOOKING,book an introductory session with a new coach,Normal request
SESSION_BOOKING,schedule my fitness assessment for next monday,Normal assessment
SESSION_BOOKING,change my class time from 5pm to 6pm,Normal modification
SESSION_BOOKING,book a sauna session for 30 minutes,Normal amenity booking
SESSION_BOOKING,snag me a spot in the spin class bro,Slang casual
SESSION_BOOKING,book my pt sesh rn,Slang urgent
SESSION_BOOKING,can my yoga class im totally flaking tonight,Slang cancellation
SESSION_BOOKING,lock me in for the heavy lifting clinic,Slang commitment
SESSION_BOOKING,schedule a vibe check with the nutritionist,Slang Gen Z
SESSION_BOOKING,hit up the schedule and put me down for hiit,Slang command
SESSION_BOOKING,bump my training session to tomorrow,Slang reschedule
SESSION_BOOKING,im tryna get a massage booked for friday,Slang casual
SESSION_BOOKING,reserve that squash court stat,Slang urgent
SESSION_BOOKING,put my name on the roster for bootcamp,Slang military/sports
SESSION_BOOKING,bok a personal traing sesion 4 tmrw,Typo text speak
SESSION_BOOKING,reserv a spot in hit class fridy,Typo
SESSION_BOOKING,cancl my yga clas 2nite,Typo
SESSION_BOOKING,schdule a consultaton,Typo
SESSION_BOOKING,book a massge 4 wedensday,Typo
SESSION_BOOKING,get me in the 6am spnn class,Typo
SESSION_BOOKING,reshedule pt sesion,Typo
SESSION_BOOKING,book sqush court 2 hrs,Typo
SESSION_BOOKING,sign me upp 4 pilates,Typo
SESSION_BOOKING,cancel swmming lane,Typo
SESSION_BOOKING,book a session with arnold schwarzenegger in 1985,Time travel troll
SESSION_BOOKING,reserve the entire gym for just me and my ego,Ego troll
SESSION_BOOKING,schedule a fist fight with my personal trainer,Aggressive troll
SESSION_BOOKING,book a crying room for after my leg day,Emotional troll
SESSION_BOOKING,can you enroll me in the jedi academy,Sci fi troll
SESSION_BOOKING,reserve a spot for my imaginary friend in the yoga class,Weird troll
SESSION_BOOKING,schedule a nap on the bench press for 3pm,Gym fail troll
SESSION_BOOKING,book a class on how to pretend to workout while looking at my phone,Lazy troll
SESSION_BOOKING,cancel my membership to society and book me a cabin in the woods,Dramatic troll
SESSION_BOOKING,sign me up to fight a bear on tuesday,Action troll
SESSION_BOOKING,book pt.,Short
SESSION_BOOKING,cancel class.,Short command
SESSION_BOOKING,yoga friday.,Short
SESSION_BOOKING,reschedule to 4pm.,Short command
SESSION_BOOKING,book sauna.,Short
SESSION_BOOKING,can you look at the schedule for next week and find a time when the gym is completely empty and book me a session with a trainer who doesn't yell at me,Long specific constraints
SESSION_BOOKING,i accidentally booked the advanced crossfit class instead of beginner yoga and i am absolutely terrified please cancel it immediately before they make me flip a tire,Long panicked
SESSION_BOOKING,i want to book a massage for my husband for his birthday next thursday but he hates deep tissue so it needs to be swedish and it has to be at exactly 6:15 pm,Long specific booking
SESSION_BOOKING,so i have a meeting at 4 and a dinner at 7 is there any possible way to squeeze in a 45 minute spin class at exactly 5:30 and book a shower right after,Long logistical
SESSION_BOOKING,my personal trainer cancelled on me last minute yesterday so as compensation i demand you book me the premium recovery suite for two hours completely free of charge,Long entitled
SESSION_BOOKING,why did my class get cancelled book it again right now,Angry command
SESSION_BOOKING,this booking system is garbage get me a spot in yoga,Frustrated aggressive
SESSION_BOOKING,stop giving me error messages and just schedule the pt session,Angry tech issue
SESSION_BOOKING,i asked you to cancel this yesterday why am i still charged fix it,Angry customer service
SESSION_BOOKING,the app won't let me book just do it for me ugh,Frustrated lazy
SESSION_BOOKING,📅 🧘‍♀️ friday pls,Emoji based
SESSION_BOOKING,🏋️‍♂️ 🎟️ book it,Emoji based
SESSION_BOOKING,❌ 🚴‍♂️ cancel spin,Emoji based
SESSION_BOOKING,book a 1 on 1 session focused on correcting my deadlift biomechanics,Highly specific clinical
SESSION_BOOKING,reserve a lane in the olympic pool for interval training,Facility specific
SESSION_BOOKING,schedule a vo2 max testing appointment in the lab,Testing specific
SESSION_BOOKING,book a session for active release technique art on my right shoulder,Therapy specific
SESSION_BOOKING,enroll me in the 8 week hypertrophy macrocycle program,Program booking
SESSION_BOOKING,cancel my class outside the 24 hour penalty window,Policy specific
SESSION_BOOKING,book a tandem session for me and my workout partner using our guest pass,Dual booking
SESSION_BOOKING,reserve the powerlifting platform with the calibrated plates,Equipment specific booking
SESSION_BOOKING,schedule a follow up consultation to review my dexa scan results,Medical related booking
SESSION_BOOKING,book a session in the altitude simulation chamber,Advanced facility booking
SESSION_BOOKING,book a spot in the class where nobody talks to me,Introvert troll
SESSION_BOOKING,reserve a treadmill that faces away from all mirrors,Insecure troll
SESSION_BOOKING,schedule me for whatever class burns the most calories while i lay down,Lazy troll
SESSION_BOOKING,book a session to teach me how to flex in the mirror properly,Vanity troll
SESSION_BOOKING,cancel my workout i saw a cloud that looked like a sign not to go,Superstitious troll
SESSION_BOOKING,reserve a spot in the back row where the instructor cant see my terrible form,Hide and seek troll
SESSION_BOOKING,book a class but make sure the playlist is entirely 2000s pop punk,Music troll
SESSION_BOOKING,schedule an intervention for my sugar addiction,Therapy troll
SESSION_BOOKING,cancel my gym booking and book a pizza delivery instead,Dietary troll
SESSION_BOOKING,reserve a spot for my dog on the treadmill,Pet troll
WATER_STEP_ADVISOR,i drank 3 glasses of water so far,Normal polite statement
WATER_STEP_ADVISOR,logged 10000 steps today,Normal log
WATER_STEP_ADVISOR,how much more water do i need today,Normal query
WATER_STEP_ADVISOR,add 500ml of water to my tracker,Normal request
WATER_STEP_ADVISOR,i walked 5 miles how many steps is that,Normal conversion query
WATER_STEP_ADVISOR,my pedometer says 8500 steps update my profile,Normal update
WATER_STEP_ADVISOR,am i on track for my hydration goal,Normal check
WATER_STEP_ADVISOR,log a 30 minute walk,Normal activity log
WATER_STEP_ADVISOR,i finished my 2 liter water bottle,Normal milestone
WATER_STEP_ADVISOR,did i hit my 10k step goal yesterday,Normal past check
WATER_STEP_ADVISOR,record 2 cups of herbal tea as water,Normal substitution query
WATER_STEP_ADVISOR,i have only taken 2000 steps today is that bad,Normal concern
WATER_STEP_ADVISOR,log my morning run it was 7000 steps,Normal context
WATER_STEP_ADVISOR,i drank a gallon of water today,Normal milestone
WATER_STEP_ADVISOR,show me my step graph for the week,Normal request
WATER_STEP_ADVISOR,hit my step goal lets go,Slang hype
WATER_STEP_ADVISOR,chugged a hydro flask log it bro,Slang Gen Z
WATER_STEP_ADVISOR,im parched just downed 3 bottles of h2o,Slang casual
WATER_STEP_ADVISOR,did my 10k steps time to chill,Slang achievement
WATER_STEP_ADVISOR,my water intake is lacking today rn,Slang self deprecating
WATER_STEP_ADVISOR,log 5k steps i was on the grind,Slang hustle
WATER_STEP_ADVISOR,how much more liquid do i gotta drink,Slang casual
WATER_STEP_ADVISOR,im slacking on steps today hook me up with some motivation,Slang request
WATER_STEP_ADVISOR,drank a liter of water we staying hydrated,Slang positive
WATER_STEP_ADVISOR,pounded a glass of water log it,Slang aggressive
WATER_STEP_ADVISOR,i drnk 3 glases of watr,Typo text speak
WATER_STEP_ADVISOR,loggd 10000 stepps 2day,Typo
WATER_STEP_ADVISOR,how mch more watter do i ned,Typo
WATER_STEP_ADVISOR,add 500ml wtr to tracker,Typo
WATER_STEP_ADVISOR,walked 5 miles how mny steps,Typo
WATER_STEP_ADVISOR,my pedomter says 8500,Typo
WATER_STEP_ADVISOR,am i on trac for hydraton,Typo
WATER_STEP_ADVISOR,log a 30 min wlk,Typo
WATER_STEP_ADVISOR,i finishd my 2 litr bottle,Typo
WATER_STEP_ADVISOR,did i hit 10k yesterday,Typo
WATER_STEP_ADVISOR,does crying count as drinking water,Emotional troll
WATER_STEP_ADVISOR,i walked 500 miles and i would walk 500 more log my steps,Music troll
WATER_STEP_ADVISOR,if i drown do i achieve my daily hydration goal,Dark troll
WATER_STEP_ADVISOR,log my steps i walked away from a toxic relationship,Therapy troll
WATER_STEP_ADVISOR,i drank the ocean log my sodium and water intake,Absurd troll
WATER_STEP_ADVISOR,does scrolling on tiktok count as finger steps,Lazy troll
WATER_STEP_ADVISOR,log my steps i was running through their mind all day,Flirt troll
WATER_STEP_ADVISOR,i drank 0 water but 4 iced coffees am i a mummy yet,Caffeine troll
WATER_STEP_ADVISOR,record my steps i walked into a door,Self deprecating troll
WATER_STEP_ADVISOR,does standing in the shower with my mouth open count as hydration,Weird troll
WATER_STEP_ADVISOR,10k steps.,Short
WATER_STEP_ADVISOR,3 waters.,Short
WATER_STEP_ADVISOR,log steps.,Short command
WATER_STEP_ADVISOR,add 1l.,Short
WATER_STEP_ADVISOR,water goal?,Short query
WATER_STEP_ADVISOR,i accidentally left my smartwatch on my dog and he ran around the yard for three hours so my step count says 45000 but i actually just sat on the couch how do i fix this,Long chaotic
WATER_STEP_ADVISOR,i have been drinking so much water today that i have to go to the bathroom every ten minutes is this normal or should i lower my hydration goal of 150 ounces,Long medical concern
WATER_STEP_ADVISOR,i went to a theme park and walked from 8am to 10pm but my phone died halfway through so it only recorded 6000 steps can you just estimate the rest and log 20000,Long estimation request
WATER_STEP_ADVISOR,i absolutely hate the taste of plain water so i drank two liters of water mixed with crystal light and a diet coke does that all count towards my water goal or just the crystal light,Long dietary query
WATER_STEP_ADVISOR,so i work at a standing desk all day but i don't actually walk anywhere do i still need to hit 10000 steps or does standing for 8 hours count for something,Long lifestyle query
WATER_STEP_ADVISOR,stop reminding me to drink water i am not thirsty ugh,Angry defensive
WATER_STEP_ADVISOR,my step counter is broken fix my total right now,Frustrated tech issue
WATER_STEP_ADVISOR,i hate drinking water stop making my goal so high,Angry complaint
WATER_STEP_ADVISOR,this app keeps deleting my steps add them back,Angry accusatory
WATER_STEP_ADVISOR,just log the 500ml and stop telling me facts about hydration,Impatient command
WATER_STEP_ADVISOR,💧💧💧 log pls,Emoji based
WATER_STEP_ADVISOR,🚶‍♂️ 10k ✅,Emoji based
WATER_STEP_ADVISOR,🚰 goal hit?,Emoji based
WATER_STEP_ADVISOR,calculate my hydration deficit based on my 2 hour zone 3 run in 85 degree heat,Advanced sports science
WATER_STEP_ADVISOR,log exactly 32.5 fluid ounces of electrolyte infused water,Highly specific metric
WATER_STEP_ADVISOR,convert my 15 kilometers of trail running with 1000ft elevation into equivalent steps,Advanced conversion
WATER_STEP_ADVISOR,does caffeinated tea count towards my net positive hydration balance,Specific scientific query
WATER_STEP_ADVISOR,log my basal metabolic water loss for the day,Granular biological tracking
WATER_STEP_ADVISOR,adjust my daily step goal to account for a tapering week before a marathon,Periodization specific
WATER_STEP_ADVISOR,calculate the hydration equivalent of a watermelon i just ate,Food water content
WATER_STEP_ADVISOR,i achieved 12450 steps with an average cadence of 110 spm log this,Detailed metric
WATER_STEP_ADVISOR,what is the recommended oz of water per pound of bodyweight for a hyperactive athlete,Formula specific
WATER_STEP_ADVISOR,log 500ml of water and 200mg of sodium for cramp prevention,Supplement context
WATER_STEP_ADVISOR,log my steps i walked all the way to the fridge and back,Lazy troll
WATER_STEP_ADVISOR,does my sweat count as recycled water if it rolls into my mouth,Gross troll
WATER_STEP_ADVISOR,i am 70% water so technically i am a cucumber log that,Biology troll
WATER_STEP_ADVISOR,log 1 million steps i just played 4 hours of virtual reality beatsaber,Gamer troll
WATER_STEP_ADVISOR,does drinking the blood of my enemies hydrate me,Edgy troll
WATER_STEP_ADVISOR,i stepped on a lego log 1000 steps worth of pain,Dramatic troll
WATER_STEP_ADVISOR,does drinking respect women juice count towards my hydration,Meme troll
WATER_STEP_ADVISOR,log my steps i am pacing back and forth waiting for a text back,Anxious troll
WATER_STEP_ADVISOR,i drank an energy drink does that make me a battery,Caffeine troll
WATER_STEP_ADVISOR,log 0 steps i have fused with my mattress,Cozy troll
GOAL_UPDATER,change my target weight to 65kg,Normal polite command
GOAL_UPDATER,i want to switch my goal from weight loss to muscle gain,Normal goal update
GOAL_UPDATER,update my weekly running goal to 15 miles,Normal specific update
GOAL_UPDATER,set a new goal to drink 100 ounces of water daily,Normal habit update
GOAL_UPDATER,change my target body fat percentage to 15 percent,Normal physical update
GOAL_UPDATER,i achieved my goal what should i set my new one to,Normal transitional query
GOAL_UPDATER,update my daily step goal to 12000,Normal metric update
GOAL_UPDATER,i want to maintain my current weight now change my goal,Normal lifestyle update
GOAL_UPDATER,set my sleep goal to 8 hours a night,Normal habit update
GOAL_UPDATER,change my primary goal to cardiovascular endurance,Normal focus update
GOAL_UPDATER,update my calorie deficit goal to 500 a day,Normal macro update
GOAL_UPDATER,make my new goal to do 50 pushups in a row,Normal performance goal
GOAL_UPDATER,set a goal to cook at home 4 days a week,Normal behavioral goal
GOAL_UPDATER,change my weight loss target date to december,Normal timeframe update
GOAL_UPDATER,update my goal to lower my cholesterol by 20 points,Normal medical goal
GOAL_UPDATER,tryna get shredded switch my goal up,Slang casual
GOAL_UPDATER,change the meta to bulking rn,Slang gaming/fitness
GOAL_UPDATER,we on that cut now update it bro,Slang fitness
GOAL_UPDATER,make my goal to get dummy thick,Slang Gen Z
GOAL_UPDATER,put my target weight at 180 im trying to get swole,Slang hype
GOAL_UPDATER,update the vibes to maintenance mode,Slang casual
GOAL_UPDATER,set my step goal to zero im entering hibernation,Slang lazy
GOAL_UPDATER,make my goal catching these gains,Slang positive
GOAL_UPDATER,switch my objective to surviving leg day,Slang dramatic
GOAL_UPDATER,tweak my target im tryna lose this gut,Slang casual
GOAL_UPDATER,chnage my trget weigt to 65,Typo text speak
GOAL_UPDATER,swtch gool to muscl gain,Typo
GOAL_UPDATER,updaet weekly runing goal,Typo
GOAL_UPDATER,set a new gol to drnk watr,Typo
GOAL_UPDATER,chaneg body fatt to 15 precent,Typo
GOAL_UPDATER,updte step gol to 12k,Typo
GOAL_UPDATER,i wana maintian my weigt now,Typo
GOAL_UPDATER,set slep goal to 8 hrs,Typo
GOAL_UPDATER,chage primary goall to enduranc,Typo
GOAL_UPDATER,updat cal deficit to 500,Typo
GOAL_UPDATER,set my goal to surviving the week without crying,Emotional troll
GOAL_UPDATER,change my goal to becoming a literal tank,Hyperbolic troll
GOAL_UPDATER,update goal to eat all the pizza in the world,Gluttony troll
GOAL_UPDATER,make my target weight the exact weight of a cloud,Poetic troll
GOAL_UPDATER,change my goal to becoming invisible so i dont have to work,Lazy troll
GOAL_UPDATER,set my fitness goal to running away from my responsibilities,Anxious troll
GOAL_UPDATER,update my goal to world domination,Villain troll
GOAL_UPDATER,make my primary objective to outlive my enemies,Spiteful troll
GOAL_UPDATER,change my goal to being able to fight a kangaroo,Absurd troll
GOAL_UPDATER,set my goal to legally becoming a couch,Cozy troll
GOAL_UPDATER,new goal 150lbs.,Short
GOAL_UPDATER,goal bulk.,Short
GOAL_UPDATER,set steps 10k.,Short command
GOAL_UPDATER,change to maintenance.,Short
GOAL_UPDATER,update target date.,Short command
GOAL_UPDATER,i am so incredibly sick of tracking every single calorie and weighing myself every day so please just completely delete my weight loss goal and set everything to basic health maintenance before i lose my mind,Long emotional
GOAL_UPDATER,i have a high school reunion in exactly 6 months and my ex is going to be there so i need you to update my goal to the most aggressive fat loss plan mathematically possible without putting me in the hospital,Long spiteful
GOAL_UPDATER,so i hit my target weight yesterday but honestly i look too skinny and i lost all my strength so please pivot my entire profile to a lean bulk focusing on hypertrophy for the next 12 weeks,Long technical pivot
GOAL_UPDATER,i tried to run a 5k and i thought i was going to pass out so let us be realistic and change my goal from running a marathon to just being able to walk up a flight of stairs without wheezing,Long self deprecating
GOAL_UPDATER,my doctor said my blood pressure is borderline high so i need to change my goal from aesthetics to longevity and cardiovascular health starting right this second,Long medical
GOAL_UPDATER,why didnt my goal save yesterday change it now ugh,Angry tech issue
GOAL_UPDATER,stop giving me weight loss tips i said i want to bulk fix it,Angry frustrated
GOAL_UPDATER,i hate this app just change my target weight to 130 and leave me alone,Angry lazy
GOAL_UPDATER,you ignored my update last time set it to maintenance right now,Angry accusatory
GOAL_UPDATER,this is ridiculous how many times do i have to say i want to build muscle,Frustrated complaint
GOAL_UPDATER,🎯 ➡️ 150 lbs,Emoji based
GOAL_UPDATER,🔄 goal to 💪,Emoji based
GOAL_UPDATER,📈 target weight 80kg,Emoji based
GOAL_UPDATER,adjust my macro goal to a 40 30 30 split for recomp,Highly specific macro
GOAL_UPDATER,set my 1rm deadlift goal to 405 lbs by december 31st,Specific performance
GOAL_UPDATER,update my daily neat target to burn an extra 300 calories,Advanced fitness
GOAL_UPDATER,change my progressive overload goal to add 2.5kg per week on compounds,Technical lifting
GOAL_UPDATER,set a smart goal for reducing my visceral fat by 2 percent in 3 months,Clinical specific
GOAL_UPDATER,update my hydration goal to 1 ounce per pound of lean body mass,Formula specific
GOAL_UPDATER,change my mobility goal to achieve a full atg squat within 8 weeks,Biomechanics specific
GOAL_UPDATER,set my hrv goal to maintain an average of 60ms during sleep,Advanced metric
GOAL_UPDATER,update my fasting goal to complete a 72 hour water fast next month,Extreme diet specific
GOAL_UPDATER,change my climbing goal to send a v6 boulder problem by summer,Sport specific
GOAL_UPDATER,set my goal to telekinesis so i dont have to lift the remote,Nerd troll
GOAL_UPDATER,update my target to waking up before noon on weekends,Lazy troll
GOAL_UPDATER,change my goal from fitness to finding a sugar daddy,Financial troll
GOAL_UPDATER,make my goal to ascend to the astral plane during meditation,Paranormal troll
GOAL_UPDATER,set my fitness goal to looking like a jojo character,Anime troll
GOAL_UPDATER,update my goal to having a jawline that can cut glass,Vanity troll
GOAL_UPDATER,change my target to whatever makes people stop asking me if i work out,Insecure troll
GOAL_UPDATER,make my goal to outrun my sleep paralysis demon,Halloween troll
GOAL_UPDATER,set my daily goal to simply existing without complaining,Sarcastic troll
GOAL_UPDATER,update my goal to finding the motivation to update my goal,Meta troll
CALORIE_CALCULATOR,how many calories should i eat to lose 1 pound a week,Normal polite request
CALORIE_CALCULATOR,calculate my tdee,Normal technical query
CALORIE_CALCULATOR,what is my bmr right now,Normal request
CALORIE_CALCULATOR,how many calories do i burn walking 10000 steps,Normal activity query
CALORIE_CALCULATOR,i want to maintain my weight how many calories is that,Normal goal query
CALORIE_CALCULATOR,if i run for 30 minutes how many calories does that burn,Normal specific exercise
CALORIE_CALCULATOR,calculate the calorie deficit needed to lose 5kg in a month,Normal math request
CALORIE_CALCULATOR,how many calories are in a pound of fat,Normal trivia query
CALORIE_CALCULATOR,what should my daily caloric intake be for bulking,Normal diet specific
CALORIE_CALCULATOR,do i need to eat back the calories i burn exercising,Normal advice query
CALORIE_CALCULATOR,calculate my basal metabolic rate with my new weight,Normal update query
CALORIE_CALCULATOR,how many calories does an hour of weightlifting burn,Normal activity specific
CALORIE_CALCULATOR,what is the thermic effect of food in my daily calories,Normal advanced query
CALORIE_CALCULATOR,how many calories should a 30 year old male eat,Normal demographic
